Date,SKU,Brand,Region,Category,Quantity,Sales,Revenue,Price_Per_Unit
05/12/2022,PROD-019,Microsoft,South,Computers,43,540.1985954,23228.5396,12.56275803
05/12/2022,PROD-026,Microsoft,West,Accessories,54,622.5879637,33619.75004,11.52940674
05/12/2022,PROD-024,Microsoft,South,Accessories,69,911.3621475,62883.98818,13.20814706
06/12/2022,PROD-026,Sony,East,Accessories,74,932.1913161,68982.1574,12.59717995
06/12/2022,PROD-004,LG,North,Computers,80,973.6752592,77894.02073,12.17094074
06/12/2022,PROD-022,Microsoft,South,Electronics,70,880.8018055,61656.12638,12.58288294
06/12/2022,PROD-020,LG,West,Accessories,65,914.4174599,59437.1349,14.06796092
06/12/2022,PROD-007,LG,North,Appliances,55,689.574848,37926.61664,12.53772451
06/12/2022,PROD-030,Samsung,West,Appliances,65,761.7807545,49515.74905,11.71970392
06/12/2022,PROD-028,Apple,West,Computers,77,905.6647312,69736.1843,11.76187963
06/12/2022,PROD-002,LG,West,Electronics,74,903.1222477,66831.04633,12.2043547
06/12/2022,PROD-012,Microsoft,North,Computers,57,679.4546043,38728.91244,11.92025622
06/12/2022,PROD-035,Apple,East,Computers,77,1001.738681,77133.87845,13.00959326
07/12/2022,PROD-030,Sony,West,Appliances,58,722.1538799,41884.92503,12.45092896
07/12/2022,PROD-022,Microsoft,North,Electronics,39,515.9113709,20120.54346,13.22849669
07/12/2022,PROD-012,Microsoft,West,Appliances,70,876.266098,61338.62686,12.51808711
07/12/2022,PROD-026,Microsoft,West,Appliances,56,679.885826,38073.60625,12.14081832
07/12/2022,PROD-027,Sony,South,Accessories,65,871.4065734,56641.42727,13.40625498
07/12/2022,PROD-002,Sony,South,Accessories,72,910.718031,65571.69823,12.64886154
07/12/2022,PROD-004,Apple,North,Accessories,70,906.3060791,63441.42553,12.9472297
07/12/2022,PROD-007,Sony,North,Accessories,69,921.5743602,63588.63085,13.35615015
08/12/2022,PROD-032,Sony,East,Electronics,63,781.7740195,49251.76323,12.40911142
08/12/2022,PROD-035,LG,North,Appliances,56,718.687592,40246.50515,12.833707
08/12/2022,PROD-028,LG,North,Computers,74,942.3752723,69735.77015,12.73480098
08/12/2022,PROD-034,LG,West,Computers,67,885.02866,59296.92022,13.20938298
09/12/2022,PROD-020,LG,North,Electronics,59,750.178463,44260.52931,12.7148892
09/12/2022,PROD-007,LG,West,Electronics,76,979.5559729,74446.25394,12.88889438
09/12/2022,PROD-007,Sony,West,Appliances,66,884.408034,58370.93025,13.40012173
09/12/2022,PROD-007,Sony,North,Appliances,71,912.8014581,64808.90352,12.85635856
09/12/2022,PROD-020,Microsoft,South,Appliances,74,970.1847968,71793.67496,13.11060536
09/12/2022,PROD-010,Apple,North,Appliances,73,908.2282477,66300.66208,12.44148285
09/12/2022,PROD-022,Google,East,Computers,59,770.4364098,45455.74818,13.05824423
09/12/2022,PROD-021,Apple,East,Electronics,50,652.581726,32629.0863,13.05163452
09/12/2022,PROD-003,Sony,South,Appliances,53,708.2038471,37534.8039,13.36233674
10/12/2022,PROD-022,Microsoft,North,Computers,54,730.1887873,39430.19452,13.52201458
10/12/2022,PROD-032,Microsoft,East,Electronics,62,829.581816,51434.07259,13.38035187
10/12/2022,PROD-011,Samsung,North,Appliances,65,764.5476213,49695.59539,11.7622711
10/12/2022,PROD-022,Apple,North,Appliances,61,759.0021146,46299.12899,12.44265762
10/12/2022,PROD-033,Sony,West,Appliances,66,849.3972289,56060.21711,12.86965498
10/12/2022,PROD-019,Microsoft,East,Electronics,69,909.3850312,62747.56716,13.17949321
10/12/2022,PROD-011,Samsung,East,Computers,57,707.4477618,40324.52242,12.41136424
10/12/2022,PROD-031,LG,North,Electronics,52,652.6762312,33939.16402,12.55146599
10/12/2022,PROD-002,Apple,East,Electronics,62,821.9729373,50962.32211,13.25762802
11/12/2022,PROD-013,Google,South,Electronics,51,663.9709871,33862.52034,13.01903896
11/12/2022,PROD-006,Samsung,North,Electronics,33,434.8986758,14351.6563,13.17874775
11/12/2022,PROD-008,Apple,North,Computers,53,674.4469053,35745.68598,12.72541331
11/12/2022,PROD-029,Google,North,Computers,66,827.1999864,54595.1991,12.53333313
11/12/2022,PROD-005,LG,North,Accessories,63,805.9854497,50777.08333,12.79341984
11/12/2022,PROD-016,Microsoft,East,Electronics,52,701.9069443,36499.1611,13.49821047
11/12/2022,PROD-018,Apple,South,Electronics,60,691.4828073,41488.96844,11.52471346
11/12/2022,PROD-032,Google,East,Computers,81,943.0710621,76388.75603,11.64285262
12/12/2022,PROD-013,LG,North,Computers,68,849.631872,57774.9673,12.49458635
12/12/2022,PROD-012,Sony,West,Computers,35,457.9293874,16027.52856,13.08369678
12/12/2022,PROD-018,LG,North,Computers,60,768.9781747,46138.69048,12.81630291
12/12/2022,PROD-003,Microsoft,North,Electronics,53,648.0054676,34344.28978,12.22651826
12/12/2022,PROD-034,LG,North,Computers,58,728.1807512,42234.48357,12.55484054
12/12/2022,PROD-013,LG,South,Accessories,66,837.0098588,55242.65068,12.68196756
13/12/2022,PROD-027,Sony,East,Computers,75,927.3747027,69553.1027,12.36499604
13/12/2022,PROD-014,LG,North,Computers,64,787.5736899,50404.71615,12.3058389
13/12/2022,PROD-007,Apple,West,Computers,73,939.6351064,68593.36277,12.87171379
13/12/2022,PROD-004,Microsoft,North,Electronics,78,934.1253466,72861.77703,11.97596598
13/12/2022,PROD-033,LG,East,Electronics,67,895.2655446,59982.79149,13.36217231
13/12/2022,PROD-005,Sony,North,Electronics,53,669.1060307,35462.61963,12.62464209
13/12/2022,PROD-023,Google,East,Electronics,51,618.9118896,31564.50637,12.13552725
13/12/2022,PROD-024,Microsoft,South,Electronics,63,763.1105229,48075.96295,12.11286544
13/12/2022,PROD-033,Microsoft,North,Accessories,54,686.5946388,37076.1105,12.71471553
13/12/2022,PROD-002,Samsung,North,Appliances,72,995.4265488,71670.71151,13.82536873
14/12/2022,PROD-025,Microsoft,West,Appliances,54,662.5610722,35778.2979,12.26964949
14/12/2022,PROD-014,Microsoft,East,Accessories,64,883.3927491,56537.13594,13.80301171
14/12/2022,PROD-030,Apple,West,Accessories,60,737.1676588,44230.05953,12.28612765
14/12/2022,PROD-007,Apple,West,Computers,48,559.9829809,26879.18308,11.6663121
15/12/2022,PROD-019,LG,East,Accessories,63,840.7722022,52968.64874,13.34559051
15/12/2022,PROD-028,Microsoft,South,Electronics,56,751.1947736,42066.90732,13.41419239
16/12/2022,PROD-003,Microsoft,West,Appliances,96,1206.2736,115802.2656,12.56535
16/12/2022,PROD-034,Google,East,Computers,51,699.0217518,35650.10934,13.70630886
16/12/2022,PROD-022,Apple,East,Computers,53,660.7326215,35018.82894,12.46665324
16/12/2022,PROD-017,Samsung,North,Computers,39,480.0570857,18722.22634,12.30915604
16/12/2022,PROD-004,Google,South,Accessories,34,393.5949603,13382.22865,11.57632236
16/12/2022,PROD-025,Google,West,Computers,77,1001.591607,77122.55372,13.0076832
16/12/2022,PROD-020,Samsung,North,Appliances,70,815.1272934,57058.91054,11.64467562
16/12/2022,PROD-028,Apple,South,Appliances,64,832.8533757,53302.61605,13.013334
16/12/2022,PROD-023,LG,East,Computers,49,606.4018413,29713.69023,12.37554778
16/12/2022,PROD-028,Samsung,East,Electronics,60,741.9734486,44518.40692,12.36622414
17/12/2022,PROD-024,Samsung,South,Electronics,68,891.6906964,60634.96735,13.11309848
17/12/2022,PROD-035,Microsoft,East,Accessories,45,605.9362384,27267.13073,13.46524974
17/12/2022,PROD-004,Microsoft,South,Appliances,61,743.8496826,45374.83064,12.19425709
17/12/2022,PROD-007,Google,East,Appliances,76,969.2382838,73662.10957,12.75313531
18/12/2022,PROD-030,Apple,East,Accessories,61,731.3029878,44609.48225,11.98857357
18/12/2022,PROD-020,Sony,South,Appliances,57,720.859614,41088.998,12.6466599
18/12/2022,PROD-014,Sony,West,Electronics,60,719.4179805,43165.07883,11.99029968
18/12/2022,PROD-011,Sony,East,Electronics,63,843.306417,53128.30427,13.38581614
18/12/2022,PROD-034,LG,North,Electronics,55,681.8263021,37500.44662,12.39684186
18/12/2022,PROD-028,LG,East,Computers,56,730.9753779,40934.62116,13.05313175
18/12/2022,PROD-030,LG,South,Accessories,70,896.5102275,62755.71593,12.80728896
18/12/2022,PROD-014,Samsung,West,Electronics,60,771.1666297,46269.99778,12.85277716
18/12/2022,PROD-001,LG,North,Computers,36,468.6574952,16871.66983,13.01826375
18/12/2022,PROD-035,Samsung,West,Appliances,58,765.4693104,44397.22,13.19774673
19/12/2022,PROD-024,Sony,East,Appliances,63,754.8176705,47553.51324,11.98123286
19/12/2022,PROD-019,Sony,North,Appliances,87,1156.598881,100624.1027,13.29424002
19/12/2022,PROD-031,Microsoft,North,Electronics,47,591.9266065,27820.5505,12.59418312
19/12/2022,PROD-027,Apple,East,Electronics,62,760.1823691,47131.30689,12.26100595
19/12/2022,PROD-036,Samsung,East,Electronics,63,753.0722847,47443.55394,11.95352833
19/12/2022,PROD-025,Apple,East,Appliances,38,469.1131093,17826.29815,12.34508182
19/12/2022,PROD-004,Samsung,North,Accessories,66,886.0290963,58477.92036,13.42468328
19/12/2022,PROD-033,Microsoft,South,Accessories,61,699.5140959,42670.35985,11.46744419
19/12/2022,PROD-030,Sony,West,Accessories,75,1000.980084,75073.50633,13.34640113
19/12/2022,PROD-028,LG,West,Appliances,80,1044.308154,83544.65231,13.05385192
20/12/2022,PROD-003,Google,South,Computers,75,949.1798954,71188.49216,12.65573194
20/12/2022,PROD-008,LG,North,Accessories,64,787.1931759,50380.36326,12.29989337
20/12/2022,PROD-003,Sony,East,Electronics,74,932.8689313,69032.30092,12.60633691
20/12/2022,PROD-016,Apple,North,Appliances,66,812.2055017,53605.56311,12.30614397
20/12/2022,PROD-027,Microsoft,West,Computers,61,797.1285189,48624.83965,13.06768064
21/12/2022,PROD-001,Microsoft,South,Appliances,60,749.5043507,44970.26104,12.49173918
21/12/2022,PROD-036,LG,West,Appliances,44,616.2221615,27113.7751,14.00504912
21/12/2022,PROD-003,Samsung,West,Electronics,62,744.3625307,46150.47691,12.00584727
21/12/2022,PROD-003,Apple,West,Electronics,58,739.0803906,42866.66266,12.74276536
21/12/2022,PROD-011,LG,North,Accessories,58,743.1831424,43104.62226,12.81350246
21/12/2022,PROD-023,LG,South,Accessories,67,855.826496,57340.37523,12.77352979
21/12/2022,PROD-024,Microsoft,West,Accessories,65,883.8100344,57447.65224,13.59707745
21/12/2022,PROD-002,LG,East,Electronics,73,919.8089794,67146.0555,12.60012301
21/12/2022,PROD-022,LG,South,Appliances,56,753.343512,42187.23667,13.45256271
22/12/2022,PROD-029,Google,South,Electronics,73,898.1976681,65568.42977,12.30407764
22/12/2022,PROD-029,Sony,South,Electronics,64,817.3443806,52310.04036,12.77100595
22/12/2022,PROD-010,Sony,East,Electronics,73,955.8579389,69777.62954,13.09394437
22/12/2022,PROD-003,Samsung,West,Computers,64,745.2192858,47694.03429,11.64405134
22/12/2022,PROD-023,LG,North,Appliances,60,776.9310214,46615.86128,12.94885036
22/12/2022,PROD-006,Apple,South,Electronics,62,835.2705393,51786.77344,13.47210547
22/12/2022,PROD-001,Apple,North,Accessories,74,941.8899104,69699.85337,12.72824203
22/12/2022,PROD-011,Microsoft,East,Computers,67,887.1890263,59441.66477,13.24162726
22/12/2022,PROD-024,LG,East,Electronics,63,797.714486,50256.01262,12.6621347
22/12/2022,PROD-029,Sony,West,Computers,76,994.8173199,75606.11631,13.08970158
23/12/2022,PROD-019,LG,South,Accessories,50,602.2726502,30113.63251,12.045453
23/12/2022,PROD-032,Apple,East,Computers,75,891.6571212,66874.28409,11.88876162
24/12/2022,PROD-011,Samsung,East,Appliances,69,931.5238357,64275.14466,13.50034545
24/12/2022,PROD-033,Samsung,South,Electronics,59,776.8586122,45834.65812,13.16709512
24/12/2022,PROD-021,Google,South,Electronics,73,920.2492598,67178.19596,12.60615424
24/12/2022,PROD-008,Apple,West,Appliances,82,1054.592138,86476.55532,12.86087973
24/12/2022,PROD-001,LG,North,Appliances,54,696.9997775,37637.98798,12.90740329
24/12/2022,PROD-001,LG,East,Appliances,56,714.1275408,39991.14228,12.75227751
24/12/2022,PROD-031,Google,East,Appliances,47,618.2912657,29059.68949,13.15513331
24/12/2022,PROD-002,LG,West,Appliances,78,1017.765143,79385.68112,13.04827106
25/12/2022,PROD-003,Sony,East,Electronics,51,657.4623003,33530.57732,12.89141765
25/12/2022,PROD-010,Microsoft,North,Computers,70,877.4288535,61420.01974,12.53469791
25/12/2022,PROD-005,Sony,West,Accessories,76,943.6537294,71717.68343,12.41649644
25/12/2022,PROD-006,LG,East,Electronics,53,679.7112778,36024.69772,12.82474109
25/12/2022,PROD-026,LG,West,Appliances,50,628.2153605,31410.76803,12.56430721
25/12/2022,PROD-035,Sony,East,Computers,93,1171.227457,108924.1535,12.59384362
25/12/2022,PROD-016,Sony,South,Computers,63,768.0167594,48385.05584,12.19074221
25/12/2022,PROD-013,Apple,North,Accessories,45,569.132973,25610.98379,12.6473994
26/12/2022,PROD-028,Google,South,Electronics,94,1213.168024,114037.7942,12.9060428
26/12/2022,PROD-011,Apple,East,Computers,50,659.9548823,32997.74411,13.19909765
26/12/2022,PROD-010,Sony,South,Electronics,65,874.1849121,56822.01929,13.44899865
26/12/2022,PROD-023,Samsung,South,Computers,59,666.8094241,39341.75602,11.30185465
26/12/2022,PROD-028,Sony,West,Appliances,67,827.1240962,55417.31444,12.34513576
26/12/2022,PROD-007,Microsoft,West,Accessories,64,791.4218822,50651.00046,12.36596691
27/12/2022,PROD-035,Apple,South,Appliances,73,931.6659934,68011.61752,12.76254785
27/12/2022,PROD-014,Apple,West,Computers,57,773.7494257,44103.71726,13.57455133
27/12/2022,PROD-003,Google,East,Computers,71,873.854187,62043.64727,12.30780545
27/12/2022,PROD-012,Sony,South,Accessories,70,953.3695077,66735.86554,13.6195644
27/12/2022,PROD-001,Microsoft,West,Computers,68,913.131151,62092.91827,13.42839928
27/12/2022,PROD-007,Samsung,East,Electronics,70,882.1995141,61753.96598,12.6028502
27/12/2022,PROD-017,Samsung,South,Accessories,55,677.9160213,37285.38117,12.32574584
27/12/2022,PROD-018,Google,East,Computers,60,737.1977775,44231.86665,12.28662963
28/12/2022,PROD-011,Microsoft,West,Electronics,68,808.0446733,54947.03778,11.8830099
28/12/2022,PROD-022,Google,South,Electronics,57,720.6453296,41076.78379,12.64290052
28/12/2022,PROD-031,Microsoft,South,Accessories,76,1029.640535,78252.68066,13.54790178
28/12/2022,PROD-019,Google,West,Accessories,60,766.3352344,45980.11406,12.77225391
28/12/2022,PROD-035,Sony,East,Electronics,59,783.9044344,46250.36163,13.28651584
28/12/2022,PROD-001,Microsoft,West,Computers,66,819.0693954,54058.5801,12.41014235
28/12/2022,PROD-029,LG,North,Appliances,63,813.2845139,51236.92438,12.909278
28/12/2022,PROD-014,Sony,South,Accessories,58,715.7239819,41511.99095,12.34006865
28/12/2022,PROD-021,Microsoft,South,Computers,60,722.5831115,43354.98669,12.04305186
29/12/2022,PROD-032,Sony,South,Electronics,82,966.8785616,79284.04205,11.79120197
29/12/2022,PROD-031,Apple,South,Computers,69,867.7356116,59873.7572,12.57587843
29/12/2022,PROD-027,Apple,North,Appliances,61,731.9233192,44647.32247,11.99874294
29/12/2022,PROD-032,LG,East,Appliances,64,859.4196605,55002.85827,13.42843219
30/12/2022,PROD-006,Apple,North,Computers,68,792.5454271,53893.08905,11.65507981
30/12/2022,PROD-026,Apple,South,Accessories,66,798.2436569,52684.08135,12.09460086
30/12/2022,PROD-007,Google,South,Appliances,59,787.8888963,46485.44488,13.35404909
30/12/2022,PROD-022,Sony,South,Computers,85,1089.240825,92585.47013,12.81459794
30/12/2022,PROD-013,Samsung,East,Accessories,72,925.3717922,66626.76904,12.852386
30/12/2022,PROD-026,Samsung,South,Appliances,56,667.9968063,37407.82115,11.9285144
30/12/2022,PROD-023,Microsoft,South,Appliances,69,865.5549733,59723.29316,12.54427498
30/12/2022,PROD-022,Apple,South,Accessories,71,785.2194803,55750.5831,11.0594293
30/12/2022,PROD-013,Samsung,West,Appliances,77,960.7867688,73980.5812,12.47775024
31/12/2022,PROD-001,LG,North,Electronics,61,780.4981506,47610.38719,12.79505165
31/12/2022,PROD-020,Google,West,Computers,71,912.3779667,64778.83563,12.8503939
31/12/2022,PROD-014,Samsung,East,Electronics,72,947.0185415,68185.33499,13.1530353
31/12/2022,PROD-018,Samsung,North,Computers,59,803.6001182,47412.40698,13.62034099
01/01/2023,PROD-018,Sony,South,Computers,75,998.7828908,74908.71681,13.31710521
01/01/2023,PROD-024,Microsoft,North,Accessories,57,731.9976701,41723.8672,12.84206439
01/01/2023,PROD-027,Google,South,Computers,52,693.8660889,36081.03662,13.34357863
01/01/2023,PROD-027,LG,East,Appliances,63,755.0797333,47570.02319,11.98539259
01/01/2023,PROD-026,Google,North,Electronics,55,680.781234,37442.96787,12.37784062
01/01/2023,PROD-030,Google,South,Appliances,66,837.8296439,55296.7565,12.69438854
01/01/2023,PROD-018,Google,South,Appliances,57,736.2665881,41967.19552,12.91695769
01/01/2023,PROD-018,LG,North,Electronics,79,1005.155282,79407.26729,12.72348458
02/01/2023,PROD-009,LG,East,Electronics,66,806.7129581,53243.05524,12.22292361
02/01/2023,PROD-002,LG,West,Electronics,68,883.0908202,60050.17577,12.98662971
02/01/2023,PROD-025,Microsoft,East,Electronics,79,1031.078108,81455.17055,13.05162162
02/01/2023,PROD-004,Google,South,Accessories,61,805.4183743,49130.52083,13.20357991
02/01/2023,PROD-018,Apple,East,Appliances,86,1098.600039,94479.60339,12.77441906
02/01/2023,PROD-003,Sony,North,Computers,64,780.1410034,49929.02422,12.18970318
03/01/2023,PROD-003,Microsoft,North,Accessories,76,960.8628697,73025.57809,12.6429325
03/01/2023,PROD-006,Apple,West,Appliances,70,908.8413726,63618.89608,12.98344818
03/01/2023,PROD-009,LG,East,Electronics,80,994.7373134,79578.98507,12.43421642
03/01/2023,PROD-004,Microsoft,East,Appliances,71,871.857423,61901.87704,12.27968201
03/01/2023,PROD-010,LG,East,Accessories,46,578.9587704,26632.10344,12.58606023
03/01/2023,PROD-015,Apple,West,Electronics,65,788.7738189,51270.29823,12.13498183
03/01/2023,PROD-008,Sony,East,Appliances,70,891.7467715,62422.27401,12.73923959
03/01/2023,PROD-007,Microsoft,East,Electronics,61,767.2347351,46801.31884,12.57761861
04/01/2023,PROD-001,Microsoft,South,Appliances,65,852.8728555,55436.73561,13.12112085
04/01/2023,PROD-022,LG,West,Appliances,56,732.1236082,40998.92206,13.07363586
04/01/2023,PROD-034,Sony,North,Electronics,58,731.4049752,42421.48856,12.61043061
04/01/2023,PROD-013,Sony,North,Appliances,55,745.455003,41000.02517,13.55372733
04/01/2023,PROD-032,LG,East,Electronics,76,929.775282,70662.92143,12.23388529
04/01/2023,PROD-018,LG,West,Accessories,72,864.0386345,62210.78168,12.00053659
04/01/2023,PROD-003,Google,East,Computers,84,1079.142216,90647.94614,12.84693114
05/01/2023,PROD-007,Microsoft,East,Accessories,64,781.8762987,50040.08312,12.21681717
05/01/2023,PROD-031,Apple,West,Computers,60,745.6742458,44740.45475,12.4279041
05/01/2023,PROD-008,Samsung,South,Appliances,59,773.5813614,45641.30032,13.1115485
05/01/2023,PROD-016,Sony,East,Appliances,61,793.4293731,48399.19176,13.0070389
05/01/2023,PROD-033,Apple,East,Appliances,77,965.619689,74352.71605,12.54051544
05/01/2023,PROD-007,Google,North,Accessories,63,846.118252,53305.44987,13.43044844
05/01/2023,PROD-036,LG,North,Accessories,50,645.8828043,32294.14022,12.91765609
06/01/2023,PROD-017,Apple,West,Accessories,75,937.0157849,70276.18386,12.4935438
06/01/2023,PROD-003,Google,South,Computers,44,575.7508183,25333.036,13.08524587
06/01/2023,PROD-023,Sony,North,Appliances,66,812.0293109,53593.93452,12.30347441
06/01/2023,PROD-018,Apple,West,Appliances,57,702.173903,40023.91247,12.3188404
06/01/2023,PROD-014,Microsoft,East,Accessories,80,999.7401802,79979.21441,12.49675225
06/01/2023,PROD-004,Microsoft,East,Accessories,70,881.4236042,61699.65229,12.59176577
07/01/2023,PROD-023,Microsoft,South,Electronics,63,847.552413,53395.80202,13.45321291
07/01/2023,PROD-007,Google,East,Electronics,73,955.5553301,69755.5391,13.08979904
07/01/2023,PROD-034,Samsung,West,Electronics,56,749.6669982,41981.3519,13.38691068
07/01/2023,PROD-002,LG,North,Computers,58,730.053469,42343.1012,12.58712878
07/01/2023,PROD-033,Samsung,North,Computers,63,789.4566403,49735.76834,12.53105778
08/01/2023,PROD-012,LG,East,Electronics,67,903.3677242,60525.63752,13.48310036
08/01/2023,PROD-013,Samsung,North,Accessories,53,673.9349709,35718.55346,12.71575417
08/01/2023,PROD-027,Microsoft,North,Computers,51,581.0148849,29631.75913,11.39244872
08/01/2023,PROD-033,LG,North,Accessories,55,693.6827669,38152.55218,12.61241394
08/01/2023,PROD-034,Sony,East,Appliances,82,984.8397159,80756.8567,12.01024044
08/01/2023,PROD-004,Samsung,South,Appliances,67,903.4367715,60530.26369,13.48413092
09/01/2023,PROD-020,Apple,North,Computers,68,877.5499059,59673.3936,12.90514568
09/01/2023,PROD-004,LG,South,Accessories,66,842.025516,55573.68405,12.75796236
09/01/2023,PROD-006,Samsung,West,Electronics,88,1118.386646,98418.02482,12.70893916
09/01/2023,PROD-031,Apple,North,Accessories,74,912.9750742,67560.15549,12.337501
10/01/2023,PROD-005,Samsung,West,Appliances,72,963.0522348,69339.76091,13.37572548
10/01/2023,PROD-027,Samsung,South,Electronics,62,765.6003241,47467.22009,12.34839232
10/01/2023,PROD-017,Microsoft,South,Accessories,66,905.8453851,59785.79542,13.72493008
10/01/2023,PROD-008,Sony,South,Accessories,76,941.7811532,71575.36764,12.39185728
10/01/2023,PROD-028,LG,North,Accessories,63,841.9951873,53045.6968,13.36500297
10/01/2023,PROD-032,LG,North,Appliances,59,743.916923,43891.09846,12.60876141
10/01/2023,PROD-035,LG,South,Electronics,71,910.8801751,64672.49243,12.82929824
10/01/2023,PROD-008,Sony,South,Appliances,54,719.2665468,38840.39353,13.31975087
10/01/2023,PROD-031,Microsoft,East,Accessories,78,1015.700062,79224.60481,13.02179566
10/01/2023,PROD-003,Apple,South,Computers,79,1034.938424,81760.13553,13.10048639
11/01/2023,PROD-003,LG,East,Computers,65,800.0696723,52004.5287,12.30876419
11/01/2023,PROD-018,LG,North,Computers,77,985.8056309,75907.03358,12.80267053
11/01/2023,PROD-022,LG,East,Appliances,78,1018.286288,79426.3305,13.05495242
12/01/2023,PROD-027,LG,West,Accessories,41,516.9362415,21194.3859,12.60820101
12/01/2023,PROD-027,LG,East,Computers,65,883.8287187,57448.86671,13.5973649
12/01/2023,PROD-002,Apple,North,Accessories,65,851.3454444,55337.45389,13.09762222
12/01/2023,PROD-017,Google,North,Appliances,67,884.7657813,59279.30735,13.20545942
12/01/2023,PROD-023,Apple,North,Accessories,57,767.8410477,43766.93972,13.47089557
12/01/2023,PROD-004,Google,East,Computers,93,1196.059265,111233.5117,12.86085231
12/01/2023,PROD-010,Apple,East,Computers,80,1044.153108,83532.24862,13.05191385
12/01/2023,PROD-012,Google,East,Electronics,71,969.9390365,68865.67159,13.66111319
12/01/2023,PROD-032,Microsoft,East,Computers,58,751.5687423,43590.98705,12.95808176
13/01/2023,PROD-017,LG,East,Appliances,56,733.5641764,41079.59388,13.09936029
13/01/2023,PROD-034,Sony,South,Accessories,89,1176.467771,104705.6316,13.218739
13/01/2023,PROD-007,Google,East,Accessories,74,967.3436465,71583.42984,13.07221144
13/01/2023,PROD-030,Samsung,North,Appliances,73,950.5804669,69392.37409,13.02165023
13/01/2023,PROD-024,Google,South,Computers,69,898.2872769,61981.8221,13.01865619
13/01/2023,PROD-021,Microsoft,West,Electronics,69,878.5088995,60617.11407,12.73201304
13/01/2023,PROD-031,Microsoft,North,Computers,76,908.8546938,69072.95673,11.95861439
13/01/2023,PROD-033,Apple,North,Computers,59,773.3127838,45625.45425,13.10699634
14/01/2023,PROD-019,Microsoft,North,Accessories,83,1045.24533,86755.3624,12.59331723
14/01/2023,PROD-027,Microsoft,North,Electronics,58,753.7091841,43715.13268,12.99498593
14/01/2023,PROD-036,Apple,South,Accessories,63,843.5560501,53144.03115,13.38977857
14/01/2023,PROD-021,Apple,West,Appliances,70,906.3278034,63442.94624,12.94754005
14/01/2023,PROD-006,Sony,North,Appliances,59,712.8645993,42059.01136,12.08245084
14/01/2023,PROD-020,Microsoft,West,Accessories,53,632.2529617,33509.40697,11.92930116
14/01/2023,PROD-024,Microsoft,South,Computers,64,777.3052115,49747.53354,12.14539393
14/01/2023,PROD-024,LG,North,Accessories,52,651.3726642,33871.37854,12.52639739
14/01/2023,PROD-019,Samsung,South,Appliances,59,710.4851795,41918.62559,12.04212169
14/01/2023,PROD-022,Sony,West,Accessories,58,708.4471339,41089.93377,12.21460576
15/01/2023,PROD-011,LG,North,Computers,76,988.2589615,75107.68108,13.00340739
15/01/2023,PROD-025,Sony,East,Electronics,70,829.2261571,58045.831,11.84608796
15/01/2023,PROD-034,Microsoft,West,Appliances,56,700.0060914,39200.34112,12.50010877
15/01/2023,PROD-002,LG,West,Computers,58,752.8902645,43667.63534,12.98086663
15/01/2023,PROD-021,Microsoft,North,Computers,58,817.1672218,47395.69886,14.08909003
15/01/2023,PROD-013,Samsung,North,Appliances,88,1095.025775,96362.26818,12.44347471
15/01/2023,PROD-034,Google,North,Computers,72,854.4300295,61518.96212,11.86708374
15/01/2023,PROD-013,Google,West,Electronics,67,903.1779762,60512.9244,13.4802683
16/01/2023,PROD-032,LG,North,Appliances,59,803.0490506,47379.89399,13.61100086
16/01/2023,PROD-017,Google,North,Appliances,56,709.84944,39751.56864,12.67588286
16/01/2023,PROD-011,Microsoft,East,Accessories,54,663.0719216,35805.88377,12.27910966
16/01/2023,PROD-017,Apple,North,Computers,66,829.6424057,54756.39878,12.57033948
16/01/2023,PROD-031,Microsoft,West,Accessories,61,780.3918042,47603.90005,12.79330827
16/01/2023,PROD-007,Sony,West,Electronics,66,852.8466594,56287.87952,12.92191908
16/01/2023,PROD-029,Microsoft,West,Electronics,69,864.6095285,59658.05747,12.53057288
16/01/2023,PROD-001,Samsung,West,Appliances,63,791.7763368,49881.90922,12.56787836
17/01/2023,PROD-033,Google,West,Accessories,83,1065.094147,88402.81419,12.8324596
17/01/2023,PROD-020,Apple,North,Appliances,71,990.3517078,70314.97126,13.9486156
17/01/2023,PROD-004,Google,West,Accessories,67,819.3215298,54894.5425,12.22867955
17/01/2023,PROD-014,Samsung,West,Accessories,78,1027.219008,80123.08263,13.16947446
17/01/2023,PROD-018,Microsoft,East,Electronics,52,669.8070889,34829.96863,12.88090556
17/01/2023,PROD-020,Microsoft,East,Electronics,65,855.2950869,55594.18065,13.15838595
17/01/2023,PROD-014,LG,West,Appliances,78,1073.740013,83751.72105,13.76589761
17/01/2023,PROD-013,Apple,West,Appliances,62,779.3252973,48318.16843,12.56976286
17/01/2023,PROD-012,Microsoft,East,Computers,74,969.6403711,71753.38746,13.10324826
17/01/2023,PROD-003,Google,North,Computers,61,811.6398595,49510.03143,13.30557147
18/01/2023,PROD-034,Microsoft,East,Accessories,52,688.5311876,35803.62176,13.24098438
18/01/2023,PROD-012,Microsoft,East,Computers,65,808.1075536,52526.99098,12.4324239
18/01/2023,PROD-030,Sony,East,Computers,63,779.6398959,49117.31344,12.37523644
18/01/2023,PROD-029,Google,South,Appliances,65,820.9614657,53362.49527,12.6301764
18/01/2023,PROD-023,LG,North,Accessories,71,878.8391329,62397.57843,12.37801596
18/01/2023,PROD-006,Sony,West,Appliances,71,906.7946561,64382.42059,12.77175572
